member,item
4457,"fruit/vegetable juice,rolls/buns,packaged fruit/vegetables,ice cream,pork,rolls/buns,pasta,margarine,pip fruit,cereals"
4458,"seasonal products,pip fruit,white bread,spread cheese,specialty chocolate,soda"
4459,"tropical fruit,bottled water,sausage,whole milk,yogurt,soda,beverages,hamburger meat,rolls/buns,other vegetables,white bread,frozen meals"
4460,"pastry,root vegetables,meat,canned beer,red/blush wine,dessert,sliced cheese,chewing gum"
4461,"tropical fruit,tropical fruit,newspapers,cake bar,white wine,grapes,white bread,white bread,newspapers"
4462,"bottled water,domestic eggs,yogurt,frankfurter,chewing gum,rolls/buns,citrus fruit,newspapers,pickled vegetables,misc. beverages,frozen dessert,rolls/buns"
4463,"decalcifier,pork,liver loaf,pip fruit,beef,root vegetables,canned beer,whole milk,bottled beer,flour"
4464,"sausage,pastry,beverages,sausage,other vegetables,candy,rolls/buns,ice cream,sugar,chewing gum,butter,soda,other vegetables,coffee,oil,rolls/buns,hard cheese"
4465,"specialty chocolate,frozen potato products,onions,soda"
4466,"yogurt,citrus fruit,whole milk,ham,whole milk,citrus fruit,yogurt,frozen vegetables,whole milk,soda"
4467,"frozen vegetables,other vegetables,berries,white bread,meat,whole milk,pork,candy,UHT-milk,soda,newspapers"
4468,"pork,sausage,baking powder,canned beer,brandy,bottled water,onions,brown bread,white bread,curd,bottled beer,canned beer,soft cheese,bottled water,dishes,chocolate,sliced cheese"
4469,"fish,root vegetables,pork,root vegetables,tropical fruit,curd,chocolate"
4470,"onions,canned beer,frozen meals,whole milk,tropical fruit,brown bread,whipped/sour cream,frozen vegetables,other vegetables,cream cheese ,rolls/buns,liquor,spread cheese,red/blush wine"
4471,"coffee,whole milk,whole milk,butter,yogurt,cream cheese ,pet care,mustard,sliced cheese"
4472,"cake bar,Instant food products"
4473,"pork,hamburger meat,tropical fruit,bottled beer,specialty bar,pork,rolls/buns,cat food,whole milk,other vegetables,canned beer,sparkling wine,artif. sweetener,packaged fruit/vegetables"
4474,"pastry,whole milk,canned beer,bottled water,brown bread,specialty bar,sugar,yogurt,butter milk,detergent,fruit/vegetable juice"
4475,"other vegetables,butter milk,misc. beverages,whole milk,brandy"
4477,"hamburger meat,other vegetables,whole milk,newspapers,chewing gum,whipped/sour cream,dessert"
4478,"UHT-milk,soda,whole milk,newspapers,bottled water,domestic eggs,seasonal products,roll products ,rice"
4479,"semi-finished bread,rolls/buns,brown bread,rolls/buns,margarine,rolls/buns,waffles,soda,butter"
4480,"frankfurter,misc. beverages,rolls/buns,chocolate,jam"
4481,"frozen meals,brown bread,fruit/vegetable juice,brown bread"
4482,"hamburger meat,dishes,whole milk,shopping bags,jam,rolls/buns,hard cheese,yogurt,other vegetables,cream cheese ,frozen vegetables"
4483,"canned vegetables,other vegetables,chocolate marshmallow,whole milk"
4484,"rolls/buns,pork,shopping bags,whipped/sour cream,bottled water,canned fish"
4485,"root vegetables,beef,beef,hygiene articles,dessert,whole milk,curd,canned beer,rolls/buns,pastry,margarine,red/blush wine"
4486,"frankfurter,citrus fruit,frankfurter,canned beer,hygiene articles,berries,ham,canned beer,frozen vegetables,pork,yogurt,pork,rolls/buns,tropical fruit,rolls/buns,soft cheese,bottled beer,rolls/buns,other vegetables,yogurt,whole milk,grapes,herbs,rolls/buns,onions,chocolate marshmallow"
4487,"sausage,onions,other vegetables,curd,spread cheese,house keeping products,meat,oil,tea,onions,tropical fruit,brown bread,whole milk,cat food,hygiene articles,curd,hard cheese,bottled beer,cat food"
4488,"other vegetables,beverages,specialty fat,soda,ice cream,curd"
4489,"other vegetables,shopping bags,curd,frozen vegetables,curd,bottled water,other vegetables,white bread"
4490,"domestic eggs,processed cheese,whole milk,bottled water"
4491,"tropical fruit,bottled water"
4492,"sausage,frozen dessert,butter milk,frozen meals,yogurt,rolls/buns,brown bread,soda,chocolate"
4493,"frankfurter,waffles,other vegetables,other vegetables,root vegetables,margarine,whole milk,other vegetables,whipped/sour cream,canned beer"
4494,"ice cream,beef,chicken,beef,chicken,frozen dessert,berries,pork,root vegetables,rolls/buns,frozen meals,tropical fruit,newspapers,sugar,fruit/vegetable juice,frozen meals,frozen dessert,liquor,white bread,newspapers,dish cleaner"
4495,"citrus fruit,coffee,frankfurter,rubbing alcohol,other vegetables,sausage,whole milk,long life bakery product,sliced cheese,sparkling wine,waffles,whipped/sour cream,other vegetables,domestic eggs,domestic eggs,beef,hamburger meat,pip fruit,butter milk,white bread,yogurt,soda,oil"
4496,"turkey,bottled water"
4497,"butter,whole milk,root vegetables,onions"
4498,"bottled beer,pastry,other vegetables,butter,photo/film,whole milk,yogurt,chocolate,frozen meals,pastry,cream cheese "
4499,"pip fruit,UHT-milk,bottled beer,root vegetables,beef,soda,fruit/vegetable juice,other vegetables,tropical fruit,frozen vegetables,berries,shopping bags,specialty bar,canned vegetables,brandy"
4500,"whole milk,curd,rolls/buns,soft cheese,flour,yogurt,cling film/bags,cat food,misc. beverages,pickled vegetables"
4501,"other vegetables,other vegetables,butter milk,tropical fruit,brown bread,chicken,bottled water,pork,berries,soda,processed cheese,dessert,shopping bags"
4502,"root vegetables,hamburger meat,pip fruit,whole milk,soda,rolls/buns,sugar,shopping bags,frozen vegetables"
4503,"yogurt,rolls/buns,whole milk,tropical fruit,pastry,whole milk,pip fruit,bottled water,whipped/sour cream,coffee,specialty chocolate"
4504,"root vegetables,sausage,misc. beverages,onions,citrus fruit,bottled beer,other vegetables,soda,hygiene articles,seasonal products,rolls/buns,soda,brown bread,soups"
4505,"tropical fruit,other vegetables,sweet spreads,tropical fruit,onions,dishes,berries,soda,other vegetables,root vegetables,domestic eggs,other vegetables,chocolate"
4506,"pork,bottled water"
4507,"citrus fruit,tropical fruit,pastry,candy,citrus fruit,softener"
4508,"soda,frankfurter,whole milk,newspapers,rolls/buns,tropical fruit,candy,root vegetables,rolls/buns,whole milk,pip fruit,white bread,waffles"
4509,"tropical fruit,pork,sliced cheese,sausage,berries,frozen meals,meat,beef,butter milk,whole milk,soda,bottled water,yogurt,rolls/buns,liquor,sliced cheese,chocolate,male cosmetics,shopping bags,fruit/vegetable juice"
4510,"tropical fruit,whole milk,bottled beer,ice cream,other vegetables,citrus fruit,sausage,specialty chocolate,sliced cheese,pastry,red/blush wine,butter,hard cheese,rolls/buns,whole milk,shopping bags,cream cheese "
4511,"beef,pork,pork,cream cheese ,soda,UHT-milk,rice"
4512,"bottled water,other vegetables,frankfurter,tropical fruit,root vegetables,pip fruit,beef,newspapers,butter,white bread,soda,seasonal products,red/blush wine,hygiene articles,chocolate"
4513,"frozen fruits,dessert,dishes,soft cheese,shopping bags"
4514,"other vegetables,red/blush wine"
4515,"whole milk,soda,other vegetables,canned beer,frankfurter,root vegetables,other vegetables,yogurt,beef,other vegetables,yogurt,whole milk,curd,sugar,soda,tropical fruit,bottled water,yogurt,white bread"
4516,"yogurt,root vegetables,sausage,yogurt,candy,pip fruit,curd"
4517,"bottled water,coffee"
4518,"yogurt,other vegetables,rice,yogurt,butter"
4519,"napkins,sausage,beef,frozen vegetables,brown bread"
4520,"whole milk,margarine,pastry,mustard,bottled water,brown bread"
4521,"frozen potato products,chewing gum"
4522,"canned beer,other vegetables,canned beer,soda,candles,soda,other vegetables,pickled vegetables"
4523,"frankfurter,frankfurter,grapes,ham,newspapers,specialty chocolate,butter,brown bread,zwieback,red/blush wine,canned beer,domestic eggs"
4524,"citrus fruit,grapes,whole milk,whole milk,whole milk,sliced cheese,spread cheese,ice cream,other vegetables,pastry,butter,ice cream,soda,coffee,root vegetables,specialty bar,yogurt,red/blush wine,fruit/vegetable juice,spices,curd,whipped/sour cream"
4525,"liqueur,whole milk,other vegetables,whole milk,citrus fruit,beef,whole milk,whole milk,citrus fruit,hygiene articles,light bulbs,bottled beer,waffles,bottled beer,cat food"
4526,"citrus fruit,frankfurter,other vegetables,frankfurter,hamburger meat,UHT-milk,ice cream,soda,canned beer,rolls/buns,whipped/sour cream,yogurt,margarine,other vegetables,sliced cheese,soda,sugar,rolls/buns,shopping bags,cake bar"
4527,"soda,frankfurter,brown bread,newspapers,citrus fruit,tropical fruit,domestic eggs,curd,brown bread,rolls/buns,frozen vegetables"
4528,"whole milk,cookware,yogurt,spread cheese"
4529,"whole milk,tropical fruit,flower soil/fertilizer,tropical fruit,beef,soda,other vegetables,tropical fruit,newspapers,other vegetables"
4530,"margarine,domestic eggs,fruit/vegetable juice,domestic eggs"
4531,"frankfurter,pork,bottled water,canned beer,pastry,beverages,chocolate marshmallow,brown bread,shopping bags,meat,onions,herbs,frozen dessert,cat food,flour,pastry,soda"
4532,"hygiene articles,pip fruit,packaged fruit/vegetables,chicken,fruit/vegetable juice,other vegetables"
4533,"frozen fruits,root vegetables,citrus fruit,candy,curd,cereals"
4534,"soda,tropical fruit,pastry,other vegetables"
4535,"pastry,yogurt,whole milk,rolls/buns,soda,whole milk,yogurt"
4536,"tropical fruit,citrus fruit,hamburger meat,cream cheese ,citrus fruit,pip fruit,bottled beer,dessert,citrus fruit,root vegetables,sliced cheese"
4537,"ham,sausage,bottled beer,dessert,other vegetables,pork,brown bread,grapes,rolls/buns,rolls/buns,whipped/sour cream,salty snack,sliced cheese"
4538,"sausage,other vegetables,soda,liquor (appetizer),hard cheese,fruit/vegetable juice,coffee,dishes"
4539,"whole milk,spread cheese,frankfurter,white wine,bottled water,onions,other vegetables,brown bread,fruit/vegetable juice"
4540,"yogurt,butter,frankfurter,frozen vegetables,beef,mustard,cleaner,beverages,coffee,kitchen towels,fruit/vegetable juice,red/blush wine"
4541,"coffee,root vegetables,rolls/buns,hygiene articles,whole milk,semi-finished bread,yogurt,margarine,cream cheese ,napkins"
4542,"whipped/sour cream,other vegetables,margarine,coffee,soap,sweet spreads"
4543,"rolls/buns,pastry,long life bakery product,hard cheese,curd,long life bakery product"
4544,"sugar,soda,bottled water,canned beer,coffee,whole milk,root vegetables,sugar,cake bar,pot plants,candy,ketchup"
4546,"chicken,beef,tropical fruit,oil,other vegetables,waffles,pip fruit,whipped/sour cream,margarine,pickled vegetables,brown bread"
4547,"chewing gum,whole milk,white bread,whole milk,napkins,dishes,newspapers"
4548,"sausage,herbs,whole milk,UHT-milk,pork,sliced cheese,herbs,specialty bar,root vegetables,cream cheese ,other vegetables,yogurt,napkins,onions,brown bread"
4550,"root vegetables,canned beer,detergent,canned beer,rolls/buns,chicken,sausage,newspapers,other vegetables,other vegetables,chicken,dog food,long life bakery product,yogurt,other vegetables,detergent"
4551,"chicken,mayonnaise,artif. sweetener,pastry"
4552,"whole milk,other vegetables,pork,root vegetables,domestic eggs,soda,yogurt,bottled beer"
4553,"curd,other vegetables,coffee,pot plants,yogurt,baking powder,salty snack"
4554,"whole milk,tropical fruit,white bread,whole milk,root vegetables,citrus fruit,margarine,napkins,male cosmetics"
4555,"citrus fruit,tropical fruit,specialty chocolate,citrus fruit,whole milk,pip fruit,chocolate,yogurt,whole milk,pip fruit,soda,canned beer,other vegetables,brown bread"
4556,"pip fruit,hard cheese,ham,yogurt,canned beer,butter milk,other vegetables,whipped/sour cream,long life bakery product"
4557,"turkey,tropical fruit,packaged fruit/vegetables,soda,napkins,rum,coffee,yogurt"
4558,"pork,whipped/sour cream,other vegetables,dental care,tropical fruit,UHT-milk"
4559,"whole milk,canned beer,ice cream,rolls/buns,hard cheese,yogurt,whole milk,frozen vegetables,frozen vegetables,coffee"
4560,"bottled beer,frankfurter,other vegetables,waffles"
4561,"pastry,tropical fruit,whole milk,rolls/buns,berries,grapes,UHT-milk,oil,fruit/vegetable juice"
4562,"newspapers,rolls/buns,female sanitary products,soda"
4563,"pork,pip fruit,grapes,sparkling wine,root vegetables,whole milk,other vegetables,canned beer,pastry,margarine,frozen fish,baking powder"
4564,"rolls/buns,ice cream,cat food,sausage,hamburger meat,shopping bags,whole milk,curd,pip fruit,nuts/prunes,bottled beer,whipped/sour cream,shopping bags,brown bread,white bread,yogurt,newspapers"
4565,"canned beer,canned beer"
4566,"frankfurter,canned beer,whipped/sour cream,tropical fruit,misc. beverages,pastry,butter,pastry,shopping bags,red/blush wine,napkins,white bread,hard cheese"
4567,"tropical fruit,hamburger meat,frankfurter,whipped/sour cream,specialty chocolate,bottled water,rolls/buns,root vegetables,whole milk,red/blush wine,other vegetables,coffee"
4569,"sausage,sausage,other vegetables,hamburger meat,pip fruit,sliced cheese,abrasive cleaner,pastry,bottled beer,cereals,root vegetables,butter milk"
4570,"chicken,canned beer,tropical fruit,soda,other vegetables,canned vegetables"
4571,"bottled water,citrus fruit,UHT-milk,newspapers,napkins,dessert"
4572,"beverages,UHT-milk,sausage,whole milk,whole milk,other vegetables,cat food,pastry,butter milk,pip fruit,rolls/buns,coffee,fruit/vegetable juice,rolls/buns,roll products ,bottled beer,chocolate,rolls/buns"
4573,"pork,frankfurter,frankfurter,sausage,whole milk,soft cheese,other vegetables,curd,whole milk,packaged fruit/vegetables,rolls/buns,pot plants,sliced cheese,sliced cheese,soda,margarine"
4574,"frozen vegetables,frankfurter,bottled beer,sausage,seasonal products,mayonnaise,soft cheese,pastry,margarine,whole milk,rolls/buns,other vegetables,bottled beer,yogurt,rolls/buns,pastry,bottled beer,mustard,bottled water,specialty fat,instant coffee"
4575,"ice cream,sausage,rolls/buns,whole milk,other vegetables,mustard,shopping bags,whole milk"
4576,"root vegetables,canned beer,meat,UHT-milk,nuts/prunes,frankfurter,misc. beverages,newspapers,grapes,whole milk,cream cheese ,canned fish,dessert,napkins"
4577,"domestic eggs,root vegetables,napkins,frozen meals,mayonnaise,soups"
4578,"yogurt,rolls/buns,root vegetables,root vegetables,yogurt,shopping bags,white bread,napkins,pot plants"
4579,"other vegetables,pip fruit,misc. beverages,frankfurter,whole milk,whole milk,root vegetables,whole milk,curd,cream cheese ,candles,pastry,butter,dessert,yogurt,waffles"
4580,"liquor (appetizer),onions,soft cheese,whole milk,butter,coffee,cream cheese ,specialty cheese"
4581,"tropical fruit,pork,coffee,soda,onions,sliced cheese"
4582,"fruit/vegetable juice,pork,bottled beer,other vegetables,newspapers,cat food,root vegetables,specialty chocolate,other vegetables"
4583,"pip fruit,curd,canned beer,pork,tropical fruit,bottled beer,frozen dessert,dessert,bottled water,other vegetables"
4584,"chicken,beef,beef,other vegetables,citrus fruit,yogurt,tropical fruit,newspapers,bottled beer,whole milk"
4585,"sausage,oil,other vegetables,whipped/sour cream,beef,pork,butter milk,shopping bags,canned beer,specialty cheese,tropical fruit,soda,brown bread,whole milk,yogurt,domestic eggs,yogurt,beverages,cat food,rolls/buns,pastry"
4586,"rolls/buns,whole milk,rolls/buns,red/blush wine,newspapers,specialty bar,bottled water"
4587,"salt,seasonal products"
4588,"bottled beer,butter,rolls/buns,tropical fruit,newspapers,coffee,whole milk,ham,other vegetables,tropical fruit,pastry,bottled beer,soft cheese,hard cheese,bottled beer,white wine,flour,detergent,mayonnaise,dishes,whipped/sour cream"
4589,"white bread,sausage,sausage,white wine,pork,tropical fruit,frozen vegetables,beverages,whole milk,beverages,candy,whole milk,soda,semi-finished bread,napkins,yogurt"
4590,"candy,soda"
4591,"pastry,zwieback,pip fruit,berries,rolls/buns,onions,yogurt,sliced cheese,female sanitary products"
4592,"citrus fruit,citrus fruit,whole milk,domestic eggs,pastry,herbs,tropical fruit,pork,newspapers,canned fish,chocolate,hamburger meat,chewing gum,newspapers,other vegetables,oil"
4593,"onions,frankfurter,other vegetables,margarine,whipped/sour cream,other vegetables,pickled vegetables,rolls/buns,hard cheese,cream cheese "
4594,"meat,whipped/sour cream,pork,whole milk,other vegetables,whole milk,chocolate,onions,butter milk,meat spreads,cat food,soda,tropical fruit,bottled beer,rolls/buns,canned fish,tea,frozen vegetables"
4595,"yogurt,frozen meals,white bread,salty snack"
4596,"hamburger meat,sausage,hygiene articles,beverages,whole milk,bottled water,dessert,canned vegetables,soda,white wine"
4597,"frankfurter,finished products,ice cream,seasonal products,whipped/sour cream,long life bakery product"
4598,"cream cheese ,curd,whole milk,root vegetables,frankfurter,citrus fruit,beverages,root vegetables,other vegetables,brown bread,whole milk,dish cleaner,mustard,pot plants,curd,yogurt,pickled vegetables,hygiene articles"
4599,"frankfurter,pastry,other vegetables,chocolate"
4600,"root vegetables,beef,salty snack,margarine,whole milk,baking powder,domestic eggs,fruit/vegetable juice,berries,whipped/sour cream,cat food"
4601,"pip fruit,pork,cat food,pot plants,sausage,long life bakery product,other vegetables,salty snack,rolls/buns,other vegetables,yogurt,root vegetables,ketchup,specialty chocolate,cream cheese "
4602,"beef,frozen vegetables,coffee"
4603,"pork,whole milk,brown bread,bathroom cleaner,root vegetables,newspapers,cat food,popcorn,shopping bags,hygiene articles"
4604,"other vegetables,specialty chocolate,margarine,soda"
4605,"pork,frankfurter,bottled water,butter,margarine,yogurt"
4606,"pastry,canned beer,whole milk,rolls/buns,bottled beer,whole milk,dishes,grapes,long life bakery product,fruit/vegetable juice,fruit/vegetable juice,candy,salt"
4607,"white wine,ice cream,pastry,margarine,soda,sliced cheese,specialty bar,pastry"
4608,"fruit/vegetable juice,whole milk,frankfurter,hamburger meat,cream cheese ,frozen vegetables,canned beer,ketchup,fruit/vegetable juice,whole milk,chocolate,candy"
4609,"whole milk,beef,herbs,spices"
4610,"pip fruit,pip fruit,yogurt,hamburger meat,sliced cheese,newspapers,brown bread,dessert,cream cheese ,candy,curd,chocolate"
4611,"other vegetables,cereals,cooking chocolate,whole milk,bottled water"
4612,"sausage,butter,other vegetables,bottled beer"
4613,"pork,long life bakery product,packaged fruit/vegetables,brown bread,fruit/vegetable juice,butter,pet care,shopping bags,fruit/vegetable juice,rolls/buns,newspapers,domestic eggs"
4614,"root vegetables,pip fruit,vinegar,salty snack,sausage,rolls/buns,butter,whole milk,sugar,newspapers"
4615,"grapes,whole milk,yogurt,canned fish,frozen potato products"
4616,"canned beer,canned beer,other vegetables,root vegetables,whole milk,semi-finished bread,hamburger meat,condensed milk,hard cheese,ice cream,pastry,pastry,Instant food products"
4617,"yogurt,newspapers,whole milk,bottled water,coffee,brandy,brown bread,berries,soft cheese"
4618,"frankfurter,newspapers,cocoa drinks,brown bread,sliced cheese,fruit/vegetable juice,sliced cheese,other vegetables,butter,other vegetables,pickled vegetables,specialty chocolate"
4619,"tropical fruit,chicken,UHT-milk,ice cream,whole milk"
4620,"sausage,whole milk,root vegetables,berries,other vegetables,semi-finished bread,shopping bags,bottled beer,yogurt"
4621,"chicken,salt"
4622,"chicken,brown bread,citrus fruit,sliced cheese,cream cheese ,whipped/sour cream,bottled water,shopping bags"
4623,"sugar,brandy,salty snack,rolls/buns,bottled water,whipped/sour cream,whole milk,shopping bags,salty snack,frozen vegetables,cat food,newspapers,shopping bags,white bread"
4624,"frankfurter,pip fruit,pork,tropical fruit,soda,fruit/vegetable juice,coffee,frozen vegetables,sliced cheese,whipped/sour cream,candy,soda,vinegar,other vegetables,softener,yogurt,margarine,napkins,napkins,pastry,shopping bags,pot plants"
4625,"sausage,white bread,pasta,whipped/sour cream,bottled water"
4626,"meat,root vegetables,rolls/buns,pastry,canned beer,root vegetables,potato products"
4627,"canned beer,soft cheese,curd,specialty chocolate"
4628,"fish,salty snack,soda,citrus fruit,butter,whole milk,ham,bottled water,bottled beer,yogurt,bottled beer,berries,butter milk,napkins,UHT-milk,coffee,zwieback,curd,napkins,specialty chocolate"
4629,"citrus fruit,canned vegetables,sugar,whipped/sour cream,candy,whole milk,pickled vegetables,shopping bags,fruit/vegetable juice,yogurt"
4630,"grapes,canned fish"
4631,"pip fruit,soda"
4632,"frankfurter,onions,pork,root vegetables,turkey,canned beer,whole milk,soda,soda,rolls/buns"
4633,"chicken,bottled water,tropical fruit,citrus fruit,ham,onions,white bread,brown bread,bottled water,rolls/buns,yogurt,specialty chocolate,soda,pickled vegetables"
4634,"ham,pip fruit,citrus fruit,pork,pork,hard cheese,oil,soda,specialty chocolate"
4635,"butter,baking powder,yogurt,whole milk,sugar,root vegetables,margarine,bottled water"
4636,"frankfurter,yogurt,ham,tropical fruit,misc. beverages,citrus fruit,soda,tropical fruit,sauces,photo/film,specialty chocolate,frozen fish,whole milk,salt,pastry,specialty chocolate,other vegetables"
4637,"whole milk,chicken,pastry,bottled water,herbs,pastry,butter milk,napkins,meat spreads,rolls/buns,liquor"
4638,"root vegetables,nuts/prunes,root vegetables,salty snack,margarine,shopping bags,whipped/sour cream,photo/film"
4639,"butter milk,hygiene articles"
4640,"root vegetables,domestic eggs,waffles,rolls/buns,pip fruit,coffee,shopping bags,bottled water,bottled water"
4641,"ham,meat,bottled water,root vegetables,waffles,other vegetables,pip fruit,whole milk,specialty chocolate,cereals"
4642,"rolls/buns,newspapers,shopping bags,domestic eggs"
4643,"other vegetables,tidbits,whole milk,ice cream,sausage,cookware,other vegetables,coffee,dessert,brown bread,photo/film,UHT-milk,bottled beer,bottled water,cat food,flour"
4644,"dog food,misc. beverages,hygiene articles,other vegetables,brown bread,Instant food products"
4645,"domestic eggs,organic sausage,tropical fruit,yogurt,other vegetables,chewing gum,white bread,hamburger meat,whole milk,soda,bottled beer,baking powder,brown bread,butter,soda,yogurt,fruit/vegetable juice,oil,rolls/buns,waffles"
4646,"frankfurter,other vegetables,UHT-milk,whole milk,candy,whole milk,hamburger meat,bottled water,other vegetables,shopping bags,specialty fat,dishes"
4647,"soda,meat,hard cheese,fruit/vegetable juice"
4648,"ham,brown bread,whole milk,onions,instant coffee,bottled water,yogurt,flour,whipped/sour cream"
4649,"canned beer,canned beer,chewing gum,rolls/buns,other vegetables,shopping bags,fruit/vegetable juice,cream cheese ,root vegetables,soda,waffles"
4650,"curd,rolls/buns,whole milk,rolls/buns,soda,rolls/buns,UHT-milk,shopping bags,pastry,shopping bags,roll products "
4651,"photo/film,white wine,rolls/buns,citrus fruit,whole milk,rolls/buns,chewing gum,sugar"
4652,"butter milk,yogurt,hamburger meat,baking powder,zwieback,frozen fish,other vegetables,bottled water,chocolate,hygiene articles,butter,popcorn,pot plants"
4653,"ice cream,fruit/vegetable juice,yogurt,rolls/buns"
4654,"grapes,rolls/buns,root vegetables,whipped/sour cream,frozen vegetables,shopping bags,soda"
4655,"whole milk,meat,other vegetables,citrus fruit,beef,whole milk,pip fruit,rolls/buns,other vegetables,oil"
4656,"photo/film,frankfurter,onions,white wine,liquor,rolls/buns,hamburger meat,curd,condensed milk,root vegetables,grapes,coffee,cat food,vinegar,other vegetables,other vegetables,soda,cat food,frozen dessert,oil,newspapers"
4657,"pork,sausage,bottled beer,beef,other vegetables,chocolate,processed cheese,chocolate,yogurt,snack products,other vegetables,frozen vegetables,margarine,rolls/buns,bottled beer,bottled water,oil,soda,flour,red/blush wine"
4658,"sausage,canned beer,other vegetables,pastry,canned beer,pip fruit,dish cleaner,frozen vegetables"
4659,"grapes,frozen dessert,sliced cheese,white wine,whole milk,soda,pasta,root vegetables"
4660,"frozen vegetables,pork,dishes,root vegetables,specialty chocolate,pastry,soda,yogurt"
4661,"chicken,condensed milk,other vegetables,hamburger meat,whipped/sour cream,whole milk,flower (seeds),onions,rolls/buns,salty snack,other vegetables,candy,butter,rolls/buns,cream cheese ,organic products,soda"
4662,"rolls/buns,rolls/buns,pastry,canned beer,pip fruit,frozen meals,other vegetables,rolls/buns,sugar,other vegetables,rolls/buns,brown bread,bottled water,butter milk,soft cheese,shopping bags"
4663,"fruit/vegetable juice,canned beer,coffee,flower (seeds),whole milk,domestic eggs"
4664,"rolls/buns,citrus fruit,beef,root vegetables,frozen vegetables,bottled water,rolls/buns,waffles"
4665,"sausage,soda,whole milk,whole milk,rolls/buns,cat food,shopping bags,cake bar"
4666,"root vegetables,whipped/sour cream,ham,instant coffee,yogurt,frozen vegetables,bottled beer,margarine,whole milk,butter milk,beef,long life bakery product,other vegetables,dessert,bottled water,whole milk,fruit/vegetable juice,house keeping products,semi-finished bread,shopping bags"
4667,"root vegetables,frankfurter,beef,sausage,rolls/buns,canned beer,soda,rolls/buns,other vegetables,condensed milk,other vegetables,rolls/buns,cream cheese ,white wine,waffles,fruit/vegetable juice,chocolate"
4668,"other vegetables,chicken,long life bakery product,frozen vegetables,waffles,newspapers"
4669,"whole milk,whole milk,tropical fruit,whipped/sour cream,other vegetables,pastry,specialty chocolate,whole milk,domestic eggs,kitchen towels"
4670,"sausage,whole milk,mustard,whole milk,root vegetables,whole milk,newspapers"
4671,"sausage,hamburger meat,frankfurter,instant coffee,sausage,curd,other vegetables,root vegetables,whole milk,newspapers,coffee,instant coffee,flower (seeds),whipped/sour cream,whole milk,sugar,soda,house keeping products,rolls/buns,rolls/buns,canned fish,domestic eggs"
4672,"whole milk,frankfurter,cream cheese ,other vegetables,UHT-milk,chocolate,fruit/vegetable juice"
4673,"whole milk,curd,specialty chocolate,specialty chocolate,bottled water,flour,processed cheese"
4674,"seasonal products,other vegetables,bottled water,dishes,whole milk,salty snack"
4675,"yogurt,coffee,pip fruit,citrus fruit,coffee,rolls/buns,other vegetables,pastry,fruit/vegetable juice,specialty fat"
4676,"sausage,sausage,frankfurter,sausage,domestic eggs,whole milk,other vegetables,hygiene articles,shopping bags,other vegetables,margarine,shopping bags,rolls/buns"
4677,"butter,frankfurter,detergent,whole milk,rolls/buns,rolls/buns,salt"
4678,"bottled beer,meat,pip fruit,condensed milk,citrus fruit,pot plants,whole milk,cling film/bags,soda,soap,shopping bags,shopping bags"
4679,"chicken,pork,waffles,frankfurter,salty snack,beef,pip fruit,beef,pip fruit,tropical fruit,other vegetables,pastry,potato products,white wine,shopping bags,pudding powder,potato products,bottled water,whipped/sour cream,shopping bags,bottled water,detergent"
4680,"bottled beer,root vegetables,grapes,pip fruit,yogurt,waffles,white wine,soda,chocolate marshmallow"
4681,"cookware,citrus fruit,whole milk,sausage,soda,white bread,cat food,spices,bottled water,shopping bags,brown bread,bottled beer,bottled water,napkins"
4682,"coffee,sausage,citrus fruit,root vegetables,other vegetables,toilet cleaner"
4683,"frankfurter,whipped/sour cream,pot plants,chicken,cling film/bags,soda,tropical fruit,root vegetables,coffee,specialty chocolate,domestic eggs,red/blush wine,specialty bar,oil,curd cheese,rolls/buns,hard cheese,specialty chocolate,flour,UHT-milk,domestic eggs"
4684,"whole milk,specialty chocolate,citrus fruit,shopping bags,white bread,soda,oil,shopping bags,whipped/sour cream,specialty vegetables"
4685,"yogurt,waffles,berries,tropical fruit,soft cheese,rolls/buns,hamburger meat,root vegetables,hard cheese,whole milk,pickled vegetables,pip fruit,pet care,hygiene articles,sugar"
4686,"sausage,tropical fruit,chocolate,sausage,whole milk,whole milk,other vegetables,citrus fruit,other vegetables,rolls/buns,whipped/sour cream,yogurt,margarine"
4687,"bottled water,soda,meat,fruit/vegetable juice,other vegetables,domestic eggs,frozen vegetables,soda,cat food,processed cheese"
4688,"yogurt,pip fruit,root vegetables,sausage,chicken,condensed milk,dessert,other vegetables,other vegetables,canned beer,rolls/buns,white bread,fruit/vegetable juice,hard cheese,frozen vegetables,cat food"
4689,"canned beer,cling film/bags,domestic eggs,UHT-milk,soda,pastry,pastry"
4690,"chicken,salty snack,rolls/buns,whole milk,butter,condensed milk,rolls/buns,softener,sliced cheese"
4691,"frozen chicken,soda,shopping bags,whole milk,white wine,other vegetables,rolls/buns,specialty chocolate"
4692,"citrus fruit,tropical fruit,UHT-milk,cat food,curd,citrus fruit,grapes,chocolate,root vegetables,rolls/buns,sweet spreads,cream cheese ,root vegetables,processed cheese,hygiene articles"
4693,"whole milk,frankfurter,canned beer,fruit/vegetable juice,frankfurter,onions,bottled beer,butter,whipped/sour cream,female sanitary products,domestic eggs,root vegetables,bottled beer,bottled beer,margarine,other vegetables,shopping bags,pastry"
